guid/image	labels	scores	boxes
d1d539c2-8321-45d9-868a-fd8544e0ce01/0043	[2, 0, 1, 2, 2]	[0.9999836683273315, 0.016131358221173286, 0.006795767694711685, 0.0005389486905187368, 0.0004958385834470391]	[[0.0, 0.33563467860221863, 0.6229548454284668, 0.6413917541503906], [0.004136949777603149, 0.3259694576263428, 0.6197426319122314, 0.6415094137191772], [0.004136949777603149, 0.3259694576263428, 0.6197426319122314, 0.6415094137191772], [0.01180548220872879, 0.30265456438064575, 0.09837541729211807, 0.6262308359146118], [0.011298596858978271, 0.5075299143791199, 0.08155947178602219, 0.6009201407432556]]
400a07ae-a945-41de-8a94-b0bf655474e5/0002	[1, 1, 1, 0, 1]	[0.999951958656311, 0.000774703046772629, 0.00044726362102665007, 0.00030187200172804296, 0.0002257759915664792]	[[0.2986859977245331, 0.38254788517951965, 0.5392778515815735, 0.5349349975585938], [0.85847008228302, 0.004710495471954346, 0.9923218488693237, 0.21732059121131897], [0.3495081067085266, 0.0016959216445684433, 0.6797438263893127, 0.04821236431598663], [0.2986859977245331, 0.38254788517951965, 0.5392778515815735, 0.5349349975585938], [0.15806922316551208, 0.21526381373405457, 0.8530924320220947, 0.866714596748352]]
8e5bfc79-ce93-4752-89f8-ca76db553240/0036	[1, 1, 0, 2, 1]	[0.9996813535690308, 0.0009422015864402056, 0.00041208844049833715, 0.0003338333626743406, 0.00032049132278189063]	[[0.4018433690071106, 0.8625625371932983, 0.4986000061035156, 1.0], [0.3959406614303589, 0.0, 0.4642990827560425, 0.01415758766233921], [0.0085773766040802, 0.9564400911331177, 0.4551175534725189, 1.0], [0.14634786546230316, 0.8544988036155701, 0.5324724912643433, 0.9978858828544617], [0.37239065766334534, 0.8534907698631287, 0.5222501754760742, 0.998419463634491]]
8b2d3265-8b38-439d-86e9-92dccfee4cb5/0046	[1, 2, 2, 2, 2]	[0.9964044094085693, 0.0016465369844809175, 0.0010254469234496355, 0.0004400085599627346, 0.00026870923466049135]	[[0.3946217894554138, 0.4802992343902588, 0.4859964847564697, 0.5654858350753784], [0.4369482100009918, 0.9697096943855286, 0.5645918846130371, 0.9991126656532288], [0.4623129665851593, 0.9742951393127441, 0.603272557258606, 0.9990570545196533], [0.022520527243614197, 0.0, 0.4112832546234131, 0.31487923860549927], [0.43743622303009033, 0.8252326846122742, 0.5631027221679688, 0.9148743748664856]]
400a07ae-a945-41de-8a94-b0bf655474e5/0132	[1, 1, 1, 1, 1]	[0.9947383999824524, 0.0006533627165481448, 0.00043265210115350783, 0.0003749151364900172, 0.00016187300207093358]	[[0.3272812068462372, 0.8775664567947388, 0.43158045411109924, 1.0], [0.10693368315696716, 0.16582366824150085, 0.8611356019973755, 0.8688876628875732], [0.29884636402130127, 0.8684045672416687, 0.4610229730606079, 1.0], [0.05530369281768799, 0.0, 0.9232438206672668, 0.3491748571395874], [0.20224782824516296, 0.9067973494529724, 0.47081658244132996, 0.9951273798942566]]
8e5bfc79-ce93-4752-89f8-ca76db553240/0046	[1, 1, 1, 0, 2]	[0.906194806098938, 0.0743664875626564, 0.02345462329685688, 0.002280330518260598, 0.0019353015813976526]	[[0.3803648054599762, 0.6272414922714233, 0.4144340455532074, 0.6653400659561157], [0.38333117961883545, 0.6054505705833435, 0.41908979415893555, 0.648396909236908], [0.44456613063812256, 0.6443367004394531, 0.5179449319839478, 0.6967461109161377], [0.11003798991441727, 0.9609087705612183, 0.25479573011398315, 0.9909747838973999], [0.34440356492996216, 0.9901867508888245, 0.4659643769264221, 0.9991812109947205]]
047b864f-0753-448b-9483-f990ae41abaf/0102	[1, 1, 2, 1, 2]	[0.9995651841163635, 0.0003047286008950323, 0.00029329679091461003, 0.0001659488771110773, 0.00015713091124780476]	[[0.37165743112564087, 0.2922512888908386, 0.45652204751968384, 0.3578805923461914], [0.016252785921096802, 0.23234543204307556, 0.8440203666687012, 0.9808874130249023], [0.005692318081855774, 0.08254113793373108, 0.34076690673828125, 0.6429258584976196], [0.35440897941589355, 0.283412367105484, 0.589582085609436, 0.39978358149528503], [0.020956426858901978, 0.022175312042236328, 0.262879341840744, 0.5683958530426025]]
db3d52ee-4a97-41cc-b73d-b5d696f915ea/0006	[2, 1, 0, 2, 2]	[0.9049749970436096, 0.03516121208667755, 0.00628760177642107, 0.00023581723507959396, 0.00022765225730836391]	[[0.3753400146961212, 0.4741526246070862, 0.4505583941936493, 0.5190045833587646], [0.3753400146961212, 0.4741526246070862, 0.4505583941936493, 0.5190045833587646], [0.3753400146961212, 0.4741526246070862, 0.4505583941936493, 0.5190045833587646], [0.34587424993515015, 0.4218800663948059, 0.4638093113899231, 0.5999179482460022], [0.2918967008590698, 0.4526121914386749, 0.5048075914382935, 0.5442900657653809]]
28016933-19b0-4398-a4bb-8362267395ba/0030	[1, 0, 2, 1, 0]	[0.9999856948852539, 0.0013883374631404877, 0.0011140815913677216, 0.0008412576280534267, 0.0008162581361830235]	[[0.37321096658706665, 0.45989322662353516, 0.6589862704277039, 0.6927989721298218], [0.3706866502761841, 0.46069324016571045, 0.6591147184371948, 0.689761757850647], [0.3706866502761841, 0.46069324016571045, 0.6591147184371948, 0.689761757850647], [0.3699689507484436, 0.0, 0.9633861184120178, 0.03914429992437363], [0.0032089799642562866, 0.9678386449813843, 0.19150373339653015, 0.9975583553314209]]
3f70775d-223d-4929-b6ac-ab687814a34d/0077	[1, 1, 1, 2, 1]	[0.6675663590431213, 0.0008425242849625647, 0.0004324510518927127, 0.0004145189595874399, 0.00022007798543199897]	[[0.45352134108543396, 0.026750696823000908, 0.49420180916786194, 0.07024669647216797], [0.08727234601974487, 0.1884935200214386, 0.8749272227287292, 0.8783905506134033], [0.32593145966529846, 0.0008994517847895622, 0.43663260340690613, 0.019420720636844635], [0.17859826982021332, 0.0013074781745672226, 0.6428324580192566, 0.03872806578874588], [0.3632848262786865, 0.013572420924901962, 0.6010921001434326, 0.11381590366363525]]
53f2206c-7284-413b-86eb-bd9a86f279bb/0123	[1, 1, 2, 2, 2]	[0.9999381303787231, 0.0002957007382065058, 0.0002803448587656021, 0.00027951854281127453, 0.00018170529801864177]	[[0.0, 0.007726430892944336, 0.6976078748703003, 0.8414305448532104], [0.12533575296401978, 0.7517847418785095, 0.9711171984672546, 0.9849018454551697], [0.8577839732170105, 0.9718106985092163, 1.0, 1.0], [0.771991491317749, 0.9764255285263062, 1.0, 1.0], [0.6829454302787781, 0.9487627744674683, 1.0, 1.0]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0024	[2, 2, 2, 2, 1]	[0.8961881399154663, 0.002853238023817539, 0.0027854405343532562, 0.002200325718149543, 0.0018640049966052175]	[[0.39500483870506287, 0.5190395712852478, 0.4272027313709259, 0.5393057465553284], [0.34377649426460266, 0.8513472676277161, 0.46942391991615295, 1.0], [0.3510010540485382, 0.9098778367042542, 0.470286101102829, 1.0], [0.01273779571056366, 0.715267539024353, 0.4309869408607483, 0.9995341300964355], [0.32327115535736084, 0.8654953837394714, 0.509739875793457, 1.0]]
2ff64915-103c-4924-a543-f4c7a16832e0/0022	[1, 1, 1, 1, 0]	[0.9995957016944885, 0.0003288791631348431, 0.0003169202827848494, 0.00022951631399337202, 0.0002069095935439691]	[[0.3274797201156616, 0.28458696603775024, 0.3721145987510681, 0.3183963894844055], [0.27896103262901306, 0.00012587010860443115, 0.8586056232452393, 0.04220421612262726], [0.22547635436058044, 0.23915642499923706, 0.4606134593486786, 0.3345784544944763], [0.3690493404865265, 0.011800654232501984, 0.7678667306900024, 0.13956421613693237], [0.3274797201156616, 0.28458696603775024, 0.3721145987510681, 0.3183963894844055]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0116	[2, 2, 2, 2, 2]	[0.9128503203392029, 0.006964629981666803, 0.0014321329072117805, 0.0008617131388746202, 0.0007622208795510232]	[[0.3834620714187622, 0.03987027704715729, 0.45928412675857544, 0.0994095504283905], [0.3863365352153778, 0.014377420768141747, 0.4563691318035126, 0.06803055852651596], [0.3372727930545807, 0.017511993646621704, 0.5310320854187012, 0.129783496260643], [0.0, 0.9574952721595764, 0.4979701638221741, 0.9944611191749573], [0.007488003000617027, 0.9701242446899414, 0.0575130432844162, 0.9948465824127197]]
8a90461a-c068-4e68-bbe5-452fdd2f26de/0073	[1, 0, 1, 2, 1]	[0.03647711127996445, 0.031192749738693237, 0.028178134933114052, 0.006516365334391594, 0.003223919542506337]	[[0.2114023119211197, 0.003812495619058609, 0.598670482635498, 0.06536886096000671], [0.1324041485786438, 0.0065056681632995605, 0.6103047132492065, 0.07180575281381607], [0.3725791573524475, 0.005997629836201668, 0.5546435117721558, 0.05741165578365326], [0.2114023119211197, 0.003812495619058609, 0.598670482635498, 0.06536886096000671], [0.4163484275341034, 0.9549201726913452, 0.5052809715270996, 0.9968267679214478]]
53f2206c-7284-413b-86eb-bd9a86f279bb/0041	[1, 1, 2, 0, 2]	[0.9999281167984009, 0.0003626512479968369, 0.00028297811513766646, 0.00028091768035665154, 0.0002708846004679799]	[[0.0, 0.00847083330154419, 0.6923033595085144, 0.8346716165542603], [0.504901111125946, 0.8638727068901062, 0.7827873826026917, 1.0], [0.6138041019439697, 0.9499222636222839, 0.7339063882827759, 0.9981450438499451], [0.0, 0.00847083330154419, 0.6923033595085144, 0.8346716165542603], [0.5929336547851562, 0.8840829730033875, 0.7166955471038818, 0.9809643626213074]]
3f70775d-223d-4929-b6ac-ab687814a34d/0100	[1, 1, 1, 1, 0]	[0.7881526947021484, 0.01639086753129959, 0.0005258176242932677, 0.00038883951492607594, 0.00028103822842240334]	[[0.45220234990119934, 0.16895268857479095, 0.49862828850746155, 0.2277551144361496], [0.4459995627403259, 0.0, 0.47573620080947876, 0.013347244821488857], [0.45223358273506165, 0.0, 0.49717751145362854, 0.009789099916815758], [0.10456511378288269, 0.19619953632354736, 0.8566238880157471, 0.8630541563034058], [0.006808381527662277, 0.016634784638881683, 0.05247166380286217, 0.14486387372016907]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0198	[1, 2, 1, 2, 1]	[0.9998629093170166, 0.0013674020301550627, 0.000794389343354851, 0.000791088561527431, 0.0005668624653480947]	[[0.3985331058502197, 0.2907707095146179, 0.49919092655181885, 0.37887465953826904], [0.36081546545028687, 0.9607897996902466, 0.4379560947418213, 0.9952137470245361], [0.36081546545028687, 0.9607897996902466, 0.4379560947418213, 0.9952137470245361], [0.2381642460823059, 0.9501385688781738, 0.7078237533569336, 0.9965935945510864], [0.2381642460823059, 0.9501385688781738, 0.7078237533569336, 0.9965935945510864]]
6e8c6f50-8a18-4f27-a9cc-3ab775d7bc9c/0044	[2, 2, 1, 2, 1]	[0.9734894037246704, 0.01066539902240038, 0.002611411502584815, 0.00041183826397173107, 0.0002852632605936378]	[[0.3805316090583801, 0.4272838830947876, 0.41615158319473267, 0.43899285793304443], [0.38527679443359375, 0.44714614748954773, 0.41961681842803955, 0.4590894281864166], [0.0, 0.15804359316825867, 0.3531104326248169, 0.877658486366272], [0.3598654866218567, 0.2847876250743866, 0.42206162214279175, 0.3069935142993927], [0.859573245048523, 0.002714596688747406, 0.9932231903076172, 0.20148137211799622]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0154	[2, 1, 2, 2, 1]	[0.9993422627449036, 0.0006571777630597353, 0.00013152751489542425, 0.00012435490498319268, 0.00011655000707833096]	[[0.39407458901405334, 0.5022487640380859, 0.42757555842399597, 0.5217297077178955], [0.39407458901405334, 0.5022487640380859, 0.42757555842399597, 0.5217297077178955], [0.286204069852829, 0.4553892910480499, 0.5475510358810425, 0.5446438789367676], [0.3595302999019623, 0.4210941791534424, 0.4575641453266144, 0.6169300079345703], [0.15998220443725586, 0.1938449740409851, 0.8598974943161011, 0.8926114439964294]]
8e5bfc79-ce93-4752-89f8-ca76db553240/0013	[1, 0, 0, 0, 1]	[1.0, 0.0007917654002085328, 0.000490143895149231, 0.00047444208757951856, 0.0004065407265443355]	[[0.3059396743774414, 0.34217774868011475, 0.7373088598251343, 0.6666264533996582], [0.009900283068418503, 0.02312539517879486, 0.10480570793151855, 0.2878604531288147], [0.004935596138238907, 0.020955339074134827, 0.08042392134666443, 0.16873441636562347], [0.008974747732281685, 0.07974568754434586, 0.06798310577869415, 0.1931363344192505], [0.5898532271385193, 0.701015055179596, 1.0, 0.9887847304344177]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0160	[2, 0, 0, 0, 1]	[0.9826399683952332, 0.0022712659556418657, 0.0009362038690596819, 0.00038638393743894994, 0.00035070296144112945]	[[0.33012673258781433, 0.4061908423900604, 0.5064845085144043, 0.4700535833835602], [0.02784140408039093, 0.006832130253314972, 0.37122559547424316, 0.1522088348865509], [0.03900405764579773, 0.05180373787879944, 0.37262609601020813, 0.20804288983345032], [0.0025463104248046875, 0.008838845416903496, 0.4459187984466553, 0.058197759091854095], [0.13898712396621704, 0.1851242184638977, 0.8317258954048157, 0.8689491152763367]]
483efc67-5354-4368-bcdb-f51559dda379/0020	[1, 1, 1, 1, 1]	[0.9994286894798279, 0.0003743269480764866, 0.00018003211880568415, 0.00013501876674126834, 0.00012417171092238277]	[[0.3152693808078766, 0.3874055743217468, 0.3724727928638458, 0.4703279137611389], [0.13447433710098267, 0.20864897966384888, 0.876037061214447, 0.8844706416130066], [0.0, 0.025727972388267517, 0.2846999764442444, 0.5066262483596802], [0.0, 0.1856708526611328, 0.33548828959465027, 0.4886578917503357], [0.0, 0.10007020831108093, 0.19761218130588531, 0.5990560054779053]]
986ae770-def6-4df5-9382-83dc77e6baf2/0100	[1, 1, 1, 2, 1]	[0.9983389377593994, 0.039592333137989044, 0.0007924013189040124, 0.00038874277379363775, 0.0002911456977017224]	[[0.38603219389915466, 0.5389724969863892, 0.43447205424308777, 0.5696626901626587], [0.407676100730896, 0.28692662715911865, 0.43484944105148315, 0.3076184391975403], [0.3897168040275574, 0.3910982310771942, 0.42210566997528076, 0.412318617105484], [0.38603219389915466, 0.5389724969863892, 0.43447205424308777, 0.5696626901626587], [0.275367796421051, 0.5034708380699158, 0.5194215178489685, 0.5983850359916687]]
dd49d264-aecf-4d23-92c1-adf35a8ab29b/0100	[0, 1, 2, 0, 0]	[0.9999849796295166, 0.002185506746172905, 0.0013752313097938895, 0.00015623035142198205, 0.00012071224045939744]	[[0.0, 0.24385614693164825, 0.7396992444992065, 0.7254992723464966], [0.0, 0.245782732963562, 0.7500275373458862, 0.7269396781921387], [0.0, 0.245782732963562, 0.7500275373458862, 0.7269396781921387], [0.0, 0.0, 0.461784303188324, 1.0], [0.25037798285484314, 0.06312963366508484, 0.6568320989608765, 0.9991128444671631]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0233	[1, 1, 1, 2, 2]	[0.939631998538971, 0.004752775188535452, 0.0013254097430035472, 0.00127974315546453, 0.0008543198928236961]	[[0.3325730264186859, 0.0023768655955791473, 0.5633084774017334, 0.08847561478614807], [0.3498150408267975, 0.957856297492981, 0.404384046792984, 0.9971374273300171], [0.21411098539829254, 0.0002779141068458557, 0.5829992890357971, 0.09262172132730484], [0.3498150408267975, 0.957856297492981, 0.404384046792984, 0.9971374273300171], [0.0, 0.1414254754781723, 0.10611046850681305, 0.46844494342803955]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0045	[2, 2, 2, 2, 2]	[0.9981191754341125, 0.0002686067600734532, 0.0002059127582469955, 0.00014993344666436315, 0.00013304002641234547]	[[0.36231550574302673, 0.5922011137008667, 0.40816494822502136, 0.6246956586837769], [0.2905060052871704, 0.915192723274231, 0.5228015184402466, 1.0], [0.3747573792934418, 0.505778968334198, 0.4030199944972992, 0.5196552872657776], [0.04172077775001526, 0.02314450591802597, 0.5645902156829834, 0.2526822090148926], [0.32632309198379517, 0.9331836104393005, 0.6789492964744568, 1.0]]
435ebc5b-40e8-401c-9816-8f584427f82c/0017	[1, 2, 2, 2, 2]	[0.9967607855796814, 0.004951484967023134, 0.004448066931217909, 0.002834899816662073, 0.0022152322344481945]	[[0.39897528290748596, 0.3776194453239441, 0.4535282552242279, 0.43038827180862427], [0.002865320071578026, 0.08469875156879425, 0.04659261554479599, 0.1894165426492691], [0.008032180368900299, 0.0038098953664302826, 0.13530322909355164, 0.039635851979255676], [0.001583816483616829, 0.13741961121559143, 0.048045992851257324, 0.23057100176811218], [0.006055841222405434, 0.010792568325996399, 0.04454685002565384, 0.14169086515903473]]
62995e02-a09c-43f2-99e5-e23381915b37/0043	[1, 2, 2, 1, 2]	[0.9987723231315613, 0.0014610806247219443, 0.0007810802198946476, 0.0005318892654031515, 0.00022232814808376133]	[[0.37389490008354187, 0.4325052499771118, 0.5062423348426819, 0.5247997641563416], [0.3019367456436157, 0.9840201735496521, 0.5494197607040405, 0.999363124370575], [0.40727499127388, 0.9848566055297852, 0.5300912857055664, 0.9993914365768433], [0.2725073993206024, 0.9641552567481995, 0.7563340663909912, 0.9999046921730042], [0.46815192699432373, 0.9808632135391235, 0.546667218208313, 1.0]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0217	[1, 1, 1, 2, 2]	[1.0, 0.004464194644242525, 0.0005435069906525314, 0.0002542623260524124, 0.00024843632127158344]	[[0.3559020757675171, 0.37010979652404785, 0.7304552793502808, 0.6637773513793945], [0.3694218397140503, 0.001494474709033966, 0.945046067237854, 0.14498600363731384], [0.2623164653778076, 0.0071996524930000305, 0.9620051383972168, 0.10167927294969559], [0.17414116859436035, 0.0075098667293787, 0.5669353008270264, 0.05959578603506088], [0.019881874322891235, 0.6470073461532593, 0.3743831217288971, 0.992788553237915]]
65dea526-0728-4260-8075-fcf76c96fca9/0016	[1, 0, 2, 0, 0]	[0.7547975182533264, 0.0008695409633219242, 0.000521557463798672, 0.00024509101058356464, 0.00022036080190446228]	[[0.3913116157054901, 0.5613228678703308, 0.4171745479106903, 0.6011548638343811], [0.015987714752554893, 0.35285186767578125, 0.05654168128967285, 0.434211790561676], [0.30898526310920715, 0.20328201353549957, 0.3823476731777191, 0.2707271873950958], [0.005558772943913937, 0.3130738139152527, 0.03273623809218407, 0.37685269117355347], [0.017118096351623535, 0.24871279299259186, 0.11514399945735931, 0.5630365014076233]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0076	[1, 1, 2, 2, 2]	[0.8604089021682739, 0.006088708061724901, 0.004000381100922823, 0.0014781561912968755, 0.0014608845813199878]	[[0.38048499822616577, 0.3932863175868988, 0.40811002254486084, 0.43858709931373596], [0.3760398030281067, 0.41109174489974976, 0.4047853946685791, 0.44739943742752075], [0.38048499822616577, 0.3932863175868988, 0.40811002254486084, 0.43858709931373596], [0.3025871217250824, 0.9584017992019653, 0.37374964356422424, 0.9970703125], [0.3760398030281067, 0.41109174489974976, 0.4047853946685791, 0.44739943742752075]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0138	[1, 0, 1, 1, 2]	[0.9999996423721313, 0.0007613577763549984, 0.0005528737674467266, 0.00016977394989226013, 0.0001639626716496423]	[[0.3439229726791382, 0.32623472809791565, 0.6822879314422607, 0.5906641483306885], [0.3407374620437622, 0.32886773347854614, 0.6881612539291382, 0.5901334285736084], [0.13292309641838074, 0.1850394308567047, 0.8701503276824951, 0.8818497657775879], [0.4659441113471985, 0.00458807498216629, 0.9714747071266174, 0.23489093780517578], [0.3439229726791382, 0.32623472809791565, 0.6822879314422607, 0.5906641483306885]]
06acf647-e2e9-4562-aa42-eed217e5bd84/0077	[0, 2, 1, 1, 0]	[0.9999998807907104, 0.0013437879970297217, 0.001012985478155315, 0.00048458154196850955, 0.00010763739555841312]	[[0.051825255155563354, 0.3794574439525604, 0.5942647457122803, 0.6234309673309326], [0.051825255155563354, 0.3794574439525604, 0.5942647457122803, 0.6234309673309326], [0.05764487385749817, 0.3670797049999237, 0.5957715511322021, 0.6221878528594971], [0.15941762924194336, 0.22618722915649414, 0.8627191781997681, 0.8795729875564575], [0.11934389173984528, 0.30790889263153076, 0.4001612067222595, 0.7349634170532227]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0076	[1, 1, 1, 1, 1]	[0.8677753210067749, 0.0045633623376488686, 0.000786886434070766, 0.0006534642307087779, 0.0005004105041734874]	[[0.402291864156723, 0.5308640599250793, 0.43432965874671936, 0.5561051964759827], [0.4020140469074249, 0.5239443778991699, 0.43406394124031067, 0.5474840402603149], [0.3694184720516205, 0.45180705189704895, 0.4597958028316498, 0.6576963067054749], [0.28329992294311523, 0.49994489550590515, 0.5428302884101868, 0.5999645590782166], [0.0, 0.701562762260437, 0.30860626697540283, 0.9699193239212036]]
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0018	[1, 2, 2, 1, 1]	[0.9987449645996094, 0.0008146806503646076, 0.00017188429774250835, 0.00015556320431642234, 7.867926615290344e-05]	[[0.3923754394054413, 0.4412223696708679, 0.4851315915584564, 0.4923791289329529], [0.27203264832496643, 0.0038119982928037643, 0.47323986887931824, 0.028972165659070015], [0.0, 0.9372848272323608, 0.470359206199646, 0.9897516965866089], [0.3375958502292633, 0.41052213311195374, 0.5429097414016724, 0.5019711256027222], [0.14811840653419495, 0.20144358277320862, 0.8748928308486938, 0.873896598815918]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0043	[2, 2, 2, 2, 2]	[0.9990860223770142, 0.018568702042102814, 0.0033273263834416866, 0.0019793654792010784, 0.0006690944428555667]	[[0.3844749629497528, 0.670957088470459, 0.41868463158607483, 0.6958256959915161], [0.012825444340705872, 0.04995517432689667, 0.31206774711608887, 0.5224319696426392], [0.0, 0.07173031568527222, 0.44392913579940796, 0.5382094979286194], [0.06232963502407074, 0.14424657821655273, 0.37404853105545044, 0.5177615284919739], [0.015879521146416664, 0.8906077742576599, 0.0702689066529274, 0.9328580498695374]]
