filename,width,height,class,xmin,ymin,xmax,ymax
6a435008-ce2b-4991-b66b-93aa4a084e05-0103_image.jpg,1914,1052,label1,704,379,1148,696
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9-0149_image.jpg,1914,1052,label2,762,405,801,451
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0200_image.jpg,1914,1052,label1,895,438,1032,469
6a435008-ce2b-4991-b66b-93aa4a084e05-0087_image.jpg,1914,1052,label1,865,405,1072,555
6b08aacf-49fe-445b-8085-41d09f937be5-0040_image.jpg,1914,1052,label1,1783,405,1914,534
06acf647-e2e9-4562-aa42-eed217e5bd84-0183_image.jpg,1914,1052,label0,721,72,1181,613
8e5bfc79-ce93-4752-89f8-ca76db553240-0038_image.jpg,1914,1052,label1,411,441,479,467
2a83167d-bba3-402b-a646-0d27569efbd9-0069_image.jpg,1914,1052,label1,648,223,1307,841
1dac619e-4123-42e9-bf11-8df2db3facf7-0089_image.jpg,1914,1052,label1,0,171,99,235
65725892-b191-4d0c-831c-5f4f84a3b0a9-0020_image.jpg,1914,1052,label0,1474,388,1504,414
fc26f4db-22c1-49c7-be8d-b769476cdff2-0053_image.jpg,1914,1052,label2,995,401,1034,450
8fe618c9-8ea6-4f82-b634-cfebc8a47122-0147_image.jpg,1914,1052,label1,0,0,1622,719
06acf647-e2e9-4562-aa42-eed217e5bd84-0101_image.jpg,1914,1052,label0,669,60,1143,616
ee2d1ee9-dd1d-4e63-9881-19205c5dae27-0033_image.jpg,1914,1052,label2,588,0,1204,660
07fd6b85-0486-4790-ad35-a90a6b79c66c-0208_image.jpg,1914,1052,label1,753,390,810,436
8fe618c9-8ea6-4f82-b634-cfebc8a47122-0073_image.jpg,1914,1052,label1,0,429,260,640
483efc67-5354-4368-bcdb-f51559dda379-0041_image.jpg,1914,1052,label1,1055,315,1496,700
c6b38078-47e9-41e4-913a-c082736fb1cf-0144_image.jpg,1914,1052,label2,29,433,124,466
fc26f4db-22c1-49c7-be8d-b769476cdff2-0013_image.jpg,1914,1052,label2,1371,405,1458,452
06acf647-e2e9-4562-aa42-eed217e5bd84-0042_image.jpg,1914,1052,label0,725,44,1214,624
fc26f4db-22c1-49c7-be8d-b769476cdff2-0089_image.jpg,1914,1052,label2,381,403,485,491
8fe618c9-8ea6-4f82-b634-cfebc8a47122-0167_image.jpg,1914,1052,label1,0,0,1622,719
bc097e0a-99bf-438d-9826-5ba0f228ea34-0028_image.jpg,1914,1052,label2,862,312,1082,510
986ae770-def6-4df5-9382-83dc77e6baf2-0103_image.jpg,1914,1052,label1,1153,419,1209,460
07fd6b85-0486-4790-ad35-a90a6b79c66c-0026_image.jpg,1914,1052,label2,937,398,975,430
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9-0137_image.jpg,1914,1052,label2,654,325,1063,474
2a279bda-651c-4740-a616-6862aa904c24-0038_image.jpg,1914,1052,label1,966,467,1013,499
fc26f4db-22c1-49c7-be8d-b769476cdff2-0071_image.jpg,1914,1052,label2,976,404,1004,440
2a279bda-651c-4740-a616-6862aa904c24-0004_image.jpg,1914,1052,label1,838,420,966,505
0cec3d1f-544c-4146-8632-84b1f9fe89d3-0049_image.jpg,1914,1052,label1,798,428,1331,637
215d6826-a20a-45f7-aa3c-67f88fbbcb1e-0031_image.jpg,1914,1052,label1,1767,363,1914,466
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0018_image.jpg,1914,1052,label1,357,418,800,538
435ebc5b-40e8-401c-9816-8f584427f82c-0158_image.jpg,1914,1052,label2,699,403,816,483
09da3137-b836-479b-a4c9-5bdfa9b549e0-0084_image.jpg,1914,1052,label1,675,370,1211,744
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0149_image.jpg,1914,1052,label2,1758,377,1914,564
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0042_image.jpg,1914,1052,label1,748,413,833,476
53f2206c-7284-413b-86eb-bd9a86f279bb-0087_image.jpg,1914,1052,label1,0,0,1622,719
09da3137-b836-479b-a4c9-5bdfa9b549e0-0101_image.jpg,1914,1052,label1,1330,407,1412,441
07fd6b85-0486-4790-ad35-a90a6b79c66c-0117_image.jpg,1914,1052,label2,1000,421,1070,469
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9-0050_image.jpg,1914,1052,label1,530,438,626,464
686f98de-0c48-4746-80ba-3242c0f254e1-0017_image.jpg,1914,1052,label0,1322,333,1487,465
53f2206c-7284-413b-86eb-bd9a86f279bb-0132_image.jpg,1914,1052,label1,0,0,1622,719
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4-0034_image.jpg,1914,1052,label1,604,318,1123,753
400a07ae-a945-41de-8a94-b0bf655474e5-0005_image.jpg,1914,1052,label1,631,320,1033,681
09da3137-b836-479b-a4c9-5bdfa9b549e0-0041_image.jpg,1914,1052,label1,656,365,1213,755
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0147_image.jpg,1914,1052,label1,1106,466,1161,505
ee2d1ee9-dd1d-4e63-9881-19205c5dae27-0025_image.jpg,1914,1052,label2,572,0,1240,680
a4e74f16-eed6-4eb8-9911-51e0d288cd29-0029_image.jpg,1914,1052,label1,958,438,1025,486
3571aea2-3d78-4c77-8058-e2908a858572-0021_image.jpg,1914,1052,label1,1046,463,1099,499
06acf647-e2e9-4562-aa42-eed217e5bd84-0071_image.jpg,1914,1052,label0,707,65,1184,624
686f98de-0c48-4746-80ba-3242c0f254e1-0016_image.jpg,1914,1052,label0,1336,327,1509,465
8fe618c9-8ea6-4f82-b634-cfebc8a47122-0096_image.jpg,1914,1052,label1,825,415,868,448
60ed87f2-7474-43e2-9d9f-b1072f4a1e39-0038_image.jpg,1914,1052,label2,1071,454,1133,494
2a279bda-651c-4740-a616-6862aa904c24-0142_image.jpg,1914,1052,label1,954,386,1078,491
65dea526-0728-4260-8075-fcf76c96fca9-0098_image.jpg,1914,1052,label1,232,242,1469,783
bc097e0a-99bf-438d-9826-5ba0f228ea34-0013_image.jpg,1914,1052,label2,712,398,824,468
8fe618c9-8ea6-4f82-b634-cfebc8a47122-0178_image.jpg,1914,1052,label1,0,0,1622,719
2a279bda-651c-4740-a616-6862aa904c24-0060_image.jpg,1914,1052,label1,840,416,883,447
047b864f-0753-448b-9483-f990ae41abaf-0055_image.jpg,1914,1052,label1,0,415,309,691
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0101_image.jpg,1914,1052,label2,1623,355,1873,512
09da3137-b836-479b-a4c9-5bdfa9b549e0-0111_image.jpg,1914,1052,label1,511,346,1048,607
937869c5-e3b8-42d0-a0ef-5fe03e88c26f-0046_image.jpg,1914,1052,label2,33,358,227,473
b192bc1d-aab7-43d2-a367-19efe2d834c2-0015_image.jpg,1914,1052,label1,1029,407,1201,542
af3ae5e6-27ef-4699-beb3-f2c72831a594-0013_image.jpg,1914,1052,label1,909,428,945,458
af3ae5e6-27ef-4699-beb3-f2c72831a594-0159_image.jpg,1914,1052,label1,724,397,1011,603
a732dc3d-ff5c-41ef-8a56-afcbcf4fd7f6-0011_image.jpg,1914,1052,label1,1485,405,1744,473
a4e74f16-eed6-4eb8-9911-51e0d288cd29-0146_image.jpg,1914,1052,label1,0,450,292,610
f075920b-5e7a-4c75-8ce8-3368d5f4254b-0171_image.jpg,1914,1052,label1,851,357,950,443
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4-0062_image.jpg,1914,1052,label1,508,285,1162,831
a4e74f16-eed6-4eb8-9911-51e0d288cd29-0000_image.jpg,1914,1052,label1,1276,369,1377,406
f9609d68-b897-4889-b67b-74bcf31b14f3-0042_image.jpg,1914,1052,label1,1290,417,1590,515
1431a177-2248-47e2-8709-2628206eeac4-0034_image.jpg,1914,1052,label2,318,99,1313,1038
bc097e0a-99bf-438d-9826-5ba0f228ea34-0156_image.jpg,1914,1052,label1,902,421,985,476
62995e02-a09c-43f2-99e5-e23381915b37-0061_image.jpg,1914,1052,label1,787,406,898,465
215d6826-a20a-45f7-aa3c-67f88fbbcb1e-0061_image.jpg,1914,1052,label1,605,460,734,513
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0134_image.jpg,1914,1052,label1,725,450,793,498
047b864f-0753-448b-9483-f990ae41abaf-0013_image.jpg,1914,1052,label1,476,488,590,553
fc26f4db-22c1-49c7-be8d-b769476cdff2-0176_image.jpg,1914,1052,label2,0,403,65,465
8fe618c9-8ea6-4f82-b634-cfebc8a47122-0098_image.jpg,1914,1052,label1,758,408,837,465
1dac619e-4123-42e9-bf11-8df2db3facf7-0041_image.jpg,1914,1052,label1,0,417,125,482
630f5200-f86e-490f-8764-1ecf1d398f5b-0183_image.jpg,1914,1052,label2,874,380,973,561
07fd6b85-0486-4790-ad35-a90a6b79c66c-0000_image.jpg,1914,1052,label2,1782,394,1872,454
686f98de-0c48-4746-80ba-3242c0f254e1-0060_image.jpg,1914,1052,label1,343,0,1914,1052
06acf647-e2e9-4562-aa42-eed217e5bd84-0033_image.jpg,1914,1052,label0,680,37,1166,606
af3ae5e6-27ef-4699-beb3-f2c72831a594-0075_image.jpg,1914,1052,label1,1044,418,1085,450
f075920b-5e7a-4c75-8ce8-3368d5f4254b-0082_image.jpg,1914,1052,label1,645,364,1115,703
6a435008-ce2b-4991-b66b-93aa4a084e05-0142_image.jpg,1914,1052,label1,854,394,1191,637
c6b38078-47e9-41e4-913a-c082736fb1cf-0030_image.jpg,1914,1052,label2,803,419,846,477
084a477e-a429-49bf-9463-f995cd5ea0e5-0040_image.jpg,1914,1052,label1,593,350,1259,821
986ae770-def6-4df5-9382-83dc77e6baf2-0099_image.jpg,1914,1052,label1,976,405,1038,456
07fd6b85-0486-4790-ad35-a90a6b79c66c-0025_image.jpg,1914,1052,label2,949,416,986,448
06084349-6a34-4e47-8fab-e7a7ca3cbdd8-0066_image.jpg,1914,1052,label1,887,409,962,459
65725892-b191-4d0c-831c-5f4f84a3b0a9-0011_image.jpg,1914,1052,label1,1250,393,1438,461
06084349-6a34-4e47-8fab-e7a7ca3cbdd8-0024_image.jpg,1914,1052,label1,844,199,1493,817
65725892-b191-4d0c-831c-5f4f84a3b0a9-0046_image.jpg,1914,1052,label0,1436,385,1466,411
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0025_image.jpg,1914,1052,label1,992,432,1076,487
084a477e-a429-49bf-9463-f995cd5ea0e5-0038_image.jpg,1914,1052,label1,593,350,1259,821
62995e02-a09c-43f2-99e5-e23381915b37-0087_image.jpg,1914,1052,label1,241,440,645,643
65dea526-0728-4260-8075-fcf76c96fca9-0116_image.jpg,1914,1052,label1,363,415,466,458
b192bc1d-aab7-43d2-a367-19efe2d834c2-0059_image.jpg,1914,1052,label1,0,486,130,611
9ca144df-4438-40ae-a7e3-227ba1885844-0034_image.jpg,1914,1052,label1,1080,440,1124,471
2a279bda-651c-4740-a616-6862aa904c24-0042_image.jpg,1914,1052,label2,420,353,476,401
78b7c40e-e087-4187-aeb2-b010654308b7-0044_image.jpg,1914,1052,label1,923,468,1054,526
09da3137-b836-479b-a4c9-5bdfa9b549e0-0109_image.jpg,1914,1052,label1,553,399,715,509
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9-0004_image.jpg,1914,1052,label2,1341,373,1774,508
c6b38078-47e9-41e4-913a-c082736fb1cf-0127_image.jpg,1914,1052,label1,625,458,813,563
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0068_image.jpg,1914,1052,label2,1357,399,1389,429
53f2206c-7284-413b-86eb-bd9a86f279bb-0032_image.jpg,1914,1052,label1,0,0,1622,719
fc26f4db-22c1-49c7-be8d-b769476cdff2-0156_image.jpg,1914,1052,label1,454,407,666,456
3f70775d-223d-4929-b6ac-ab687814a34d-0052_image.jpg,1914,1052,label1,148,463,202,500
09da3137-b836-479b-a4c9-5bdfa9b549e0-0089_image.jpg,1914,1052,label1,688,386,1163,718
af3ae5e6-27ef-4699-beb3-f2c72831a594-0201_image.jpg,1914,1052,label1,666,353,1222,745
400a07ae-a945-41de-8a94-b0bf655474e5-0011_image.jpg,1914,1052,label1,449,235,1103,815
986ae770-def6-4df5-9382-83dc77e6baf2-0040_image.jpg,1914,1052,label1,0,453,636,731
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0074_image.jpg,1914,1052,label2,763,387,873,473
07fd6b85-0486-4790-ad35-a90a6b79c66c-0002_image.jpg,1914,1052,label2,939,377,1045,464
b2365de5-858e-40b3-b782-68fdc6068389-0039_image.jpg,1914,1052,label1,843,282,1560,878
af3ae5e6-27ef-4699-beb3-f2c72831a594-0171_image.jpg,1914,1052,label1,684,396,972,604
06acf647-e2e9-4562-aa42-eed217e5bd84-0125_image.jpg,1914,1052,label0,699,66,1169,617
07fd6b85-0486-4790-ad35-a90a6b79c66c-0078_image.jpg,1914,1052,label1,779,447,866,479
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9-0034_image.jpg,1914,1052,label2,1824,358,1914,588
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0112_image.jpg,1914,1052,label1,774,406,881,476
60ed87f2-7474-43e2-9d9f-b1072f4a1e39-0004_image.jpg,1914,1052,label1,745,412,885,477
2a83167d-bba3-402b-a646-0d27569efbd9-0036_image.jpg,1914,1052,label2,366,412,421,441
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4-0035_image.jpg,1914,1052,label1,575,306,1149,788
0cec3d1f-544c-4146-8632-84b1f9fe89d3-0015_image.jpg,1914,1052,label0,277,424,321,470
2a83167d-bba3-402b-a646-0d27569efbd9-0058_image.jpg,1914,1052,label1,849,401,942,472
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0151_image.jpg,1914,1052,label0,818,448,935,519
400a07ae-a945-41de-8a94-b0bf655474e5-0002_image.jpg,1914,1052,label1,734,315,1017,569
53f2206c-7284-413b-86eb-bd9a86f279bb-0152_image.jpg,1914,1052,label1,0,0,1622,719
0cec3d1f-544c-4146-8632-84b1f9fe89d3-0044_image.jpg,1914,1052,label1,1504,400,1858,501
bc097e0a-99bf-438d-9826-5ba0f228ea34-0016_image.jpg,1914,1052,label2,941,385,1007,472
6a435008-ce2b-4991-b66b-93aa4a084e05-0124_image.jpg,1914,1052,label1,915,380,1332,679
986ae770-def6-4df5-9382-83dc77e6baf2-0112_image.jpg,1914,1052,label2,950,387,984,412
a4e74f16-eed6-4eb8-9911-51e0d288cd29-0050_image.jpg,1914,1052,label1,1018,408,1088,468
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0076_image.jpg,1914,1052,label1,771,448,805,472
215d6826-a20a-45f7-aa3c-67f88fbbcb1e-0017_image.jpg,1914,1052,label1,960,467,1009,493
630f5200-f86e-490f-8764-1ecf1d398f5b-0151_image.jpg,1914,1052,label2,992,374,1106,575
f9609d68-b897-4889-b67b-74bcf31b14f3-0022_image.jpg,1914,1052,label1,911,371,996,437
6a435008-ce2b-4991-b66b-93aa4a084e05-0043_image.jpg,1914,1052,label2,953,356,989,391
3f70775d-223d-4929-b6ac-ab687814a34d-0047_image.jpg,1914,1052,label1,148,463,202,500
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0035_image.jpg,1914,1052,label1,779,415,867,465
937869c5-e3b8-42d0-a0ef-5fe03e88c26f-0012_image.jpg,1914,1052,label2,928,420,968,462
4d5aa6f5-6d2e-444a-8960-e73c62cde93f-0049_image.jpg,1914,1052,label2,102,370,320,451
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9-0180_image.jpg,1914,1052,label2,1244,377,1387,440
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0104_image.jpg,1914,1052,label2,810,414,857,448
8a90461a-c068-4e68-bbe5-452fdd2f26de-0048_image.jpg,1914,1052,label1,0,403,442,869
53f2206c-7284-413b-86eb-bd9a86f279bb-0008_image.jpg,1914,1052,label1,0,0,1622,719
1db03ecc-1d79-474b-bbbf-79d0b16bf277-0054_image.jpg,1914,1052,label1,937,360,1131,536
a732dc3d-ff5c-41ef-8a56-afcbcf4fd7f6-0004_image.jpg,1914,1052,label1,818,497,875,524
894333fe-2f3d-4828-9ea7-8bd4305bfebb-0005_image.jpg,1914,1052,label1,927,426,1024,492
e01aefe6-f367-4c00-b006-f9327a1ffc5f-0025_image.jpg,1914,1052,label1,609,442,652,476
2ff64915-103c-4924-a543-f4c7a16832e0-0025_image.jpg,1914,1052,label1,491,348,661,454
9ca144df-4438-40ae-a7e3-227ba1885844-0014_image.jpg,1914,1052,label1,397,446,511,493
1dac619e-4123-42e9-bf11-8df2db3facf7-0083_image.jpg,1914,1052,label1,153,313,244,360
fc26f4db-22c1-49c7-be8d-b769476cdff2-0029_image.jpg,1914,1052,label2,831,376,919,491
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0011_image.jpg,1914,1052,label1,282,495,675,668
06acf647-e2e9-4562-aa42-eed217e5bd84-0205_image.jpg,1914,1052,label0,753,97,1176,594
a4e74f16-eed6-4eb8-9911-51e0d288cd29-0026_image.jpg,1914,1052,label1,576,309,762,375
2a83167d-bba3-402b-a646-0d27569efbd9-0055_image.jpg,1914,1052,label1,423,436,467,462
986ae770-def6-4df5-9382-83dc77e6baf2-0006_image.jpg,1914,1052,label1,545,426,755,512
6b08aacf-49fe-445b-8085-41d09f937be5-0021_image.jpg,1914,1052,label2,0,396,269,474
f075920b-5e7a-4c75-8ce8-3368d5f4254b-0177_image.jpg,1914,1052,label1,848,422,983,523
f9609d68-b897-4889-b67b-74bcf31b14f3-0027_image.jpg,1914,1052,label1,1297,432,1408,511
047b864f-0753-448b-9483-f990ae41abaf-0103_image.jpg,1914,1052,label1,366,442,464,498
53f2206c-7284-413b-86eb-bd9a86f279bb-0102_image.jpg,1914,1052,label1,0,0,1622,719
ee2d1ee9-dd1d-4e63-9881-19205c5dae27-0047_image.jpg,1914,1052,label2,610,0,1271,675
62995e02-a09c-43f2-99e5-e23381915b37-0021_image.jpg,1914,1052,label1,1392,424,1492,465
06084349-6a34-4e47-8fab-e7a7ca3cbdd8-0002_image.jpg,1914,1052,label1,773,429,864,483
2ff64915-103c-4924-a543-f4c7a16832e0-0045_image.jpg,1914,1052,label1,636,445,1000,558
6a435008-ce2b-4991-b66b-93aa4a084e05-0069_image.jpg,1914,1052,label2,520,392,636,450
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0007_image.jpg,1914,1052,label2,640,408,735,528
f075920b-5e7a-4c75-8ce8-3368d5f4254b-0141_image.jpg,1914,1052,label1,629,361,1120,714
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9-0035_image.jpg,1914,1052,label2,1044,406,1081,433
07fd6b85-0486-4790-ad35-a90a6b79c66c-0232_image.jpg,1914,1052,label1,0,343,285,535
937869c5-e3b8-42d0-a0ef-5fe03e88c26f-0133_image.jpg,1914,1052,label2,534,424,570,459
60ed87f2-7474-43e2-9d9f-b1072f4a1e39-0081_image.jpg,1914,1052,label2,677,414,722,461
630f5200-f86e-490f-8764-1ecf1d398f5b-0144_image.jpg,1914,1052,label2,910,378,1012,564
07fd6b85-0486-4790-ad35-a90a6b79c66c-0157_image.jpg,1914,1052,label2,958,415,992,447
2a279bda-651c-4740-a616-6862aa904c24-0066_image.jpg,1914,1052,label1,818,417,866,450
f171f50d-4781-41b6-bec1-3e7a15e596dc-0018_image.jpg,1914,1052,label1,234,481,351,546
53f2206c-7284-413b-86eb-bd9a86f279bb-0129_image.jpg,1914,1052,label1,0,0,1622,719
f075920b-5e7a-4c75-8ce8-3368d5f4254b-0094_image.jpg,1914,1052,label1,637,365,1094,695
07fd6b85-0486-4790-ad35-a90a6b79c66c-0130_image.jpg,1914,1052,label2,1841,408,1914,450
3f70775d-223d-4929-b6ac-ab687814a34d-0058_image.jpg,1914,1052,label1,148,463,202,500
8e5bfc79-ce93-4752-89f8-ca76db553240-0043_image.jpg,1914,1052,label1,1107,404,1495,593
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0032_image.jpg,1914,1052,label1,1284,451,1403,515
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0009_image.jpg,1914,1052,label2,0,310,423,811
3571aea2-3d78-4c77-8058-e2908a858572-0047_image.jpg,1914,1052,label1,888,425,1010,508
400a07ae-a945-41de-8a94-b0bf655474e5-0090_image.jpg,1914,1052,label1,1664,338,1914,445
1db03ecc-1d79-474b-bbbf-79d0b16bf277-0026_image.jpg,1914,1052,label1,661,282,1124,701
b192bc1d-aab7-43d2-a367-19efe2d834c2-0021_image.jpg,1914,1052,label1,1016,411,1173,536
937869c5-e3b8-42d0-a0ef-5fe03e88c26f-0136_image.jpg,1914,1052,label2,839,411,877,438
1dac619e-4123-42e9-bf11-8df2db3facf7-0070_image.jpg,1914,1052,label1,1084,489,1164,529
e01aefe6-f367-4c00-b006-f9327a1ffc5f-0060_image.jpg,1914,1052,label1,542,436,585,464
b2365de5-858e-40b3-b782-68fdc6068389-0045_image.jpg,1914,1052,label1,764,309,1431,859
6b08aacf-49fe-445b-8085-41d09f937be5-0094_image.jpg,1914,1052,label1,0,390,136,1052
047b864f-0753-448b-9483-f990ae41abaf-0028_image.jpg,1914,1052,label1,99,396,311,462
f9609d68-b897-4889-b67b-74bcf31b14f3-0021_image.jpg,1914,1052,label1,911,371,996,437
65dea526-0728-4260-8075-fcf76c96fca9-0074_image.jpg,1914,1052,label1,761,411,821,444
c6b38078-47e9-41e4-913a-c082736fb1cf-0198_image.jpg,1914,1052,label1,940,445,1054,512
6a435008-ce2b-4991-b66b-93aa4a084e05-0095_image.jpg,1914,1052,label1,867,404,1092,566
400a07ae-a945-41de-8a94-b0bf655474e5-0134_image.jpg,1914,1052,label1,1677,345,1914,453
07fd6b85-0486-4790-ad35-a90a6b79c66c-0174_image.jpg,1914,1052,label2,964,407,1002,443
eb46684b-f8c9-455e-80ff-1e168d7d2f7c-0024_image.jpg,1914,1052,label1,0,448,72,560
400a07ae-a945-41de-8a94-b0bf655474e5-0123_image.jpg,1914,1052,label1,1677,345,1914,453
8fe618c9-8ea6-4f82-b634-cfebc8a47122-0051_image.jpg,1914,1052,label2,1648,409,1824,473
af3ae5e6-27ef-4699-beb3-f2c72831a594-0087_image.jpg,1914,1052,label1,851,422,906,454
435ebc5b-40e8-401c-9816-8f584427f82c-0054_image.jpg,1914,1052,label1,674,438,748,477
8a90461a-c068-4e68-bbe5-452fdd2f26de-0001_image.jpg,1914,1052,label1,1120,417,1196,461
dd49d264-aecf-4d23-92c1-adf35a8ab29b-0040_image.jpg,1914,1052,label0,641,0,1498,756
53f2206c-7284-413b-86eb-bd9a86f279bb-0029_image.jpg,1914,1052,label1,0,0,1622,719
d9eaef25-7d75-45e3-9f70-6fb1a11a3456-0008_image.jpg,1914,1052,label1,847,383,1333,726
07fd6b85-0486-4790-ad35-a90a6b79c66c-0143_image.jpg,1914,1052,label2,881,404,944,453
686f98de-0c48-4746-80ba-3242c0f254e1-0065_image.jpg,1914,1052,label2,0,217,427,950
8b2d3265-8b38-439d-86e9-92dccfee4cb5-0080_image.jpg,1914,1052,label2,738,420,783,468
09da3137-b836-479b-a4c9-5bdfa9b549e0-0082_image.jpg,1914,1052,label1,670,364,1211,745
c6b38078-47e9-41e4-913a-c082736fb1cf-0173_image.jpg,1914,1052,label2,676,376,833,486
60ed87f2-7474-43e2-9d9f-b1072f4a1e39-0073_image.jpg,1914,1052,label1,757,414,809,451
e47d46c4-05cd-490d-9aaf-bce1d11d21be-0132_image.jpg,1914,1052,label1,1585,353,1687,422
1dac619e-4123-42e9-bf11-8df2db3facf7-0013_image.jpg,1914,1052,label1,590,325,649,369
215d6826-a20a-45f7-aa3c-67f88fbbcb1e-0063_image.jpg,1914,1052,label1,605,460,734,513
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9-0187_image.jpg,1914,1052,label2,1006,386,1214,475
0cec3d1f-544c-4146-8632-84b1f9fe89d3-0050_image.jpg,1914,1052,label1,365,440,1140,755
f075920b-5e7a-4c75-8ce8-3368d5f4254b-0038_image.jpg,1914,1052,label1,713,422,791,477
dd49d264-aecf-4d23-92c1-adf35a8ab29b-0036_image.jpg,1914,1052,label0,623,0,1532,770
630f5200-f86e-490f-8764-1ecf1d398f5b-0095_image.jpg,1914,1052,label1,986,422,1085,467
8e5bfc79-ce93-4752-89f8-ca76db553240-0000_image.jpg,1914,1052,label1,922,396,1329,671
