0426de18-2865-4d4b-84e7-eac2f041e5c3/0056,1,300,477,729,truck,73.31762909889221
0426de18-2865-4d4b-84e7-eac2f041e5c3/0056,1604,137,1649,250,traffic light,59.61994528770447
0426de18-2865-4d4b-84e7-eac2f041e5c3/0057,0,325,298,687,truck,71.9918966293335
0426de18-2865-4d4b-84e7-eac2f041e5c3/0057,815,494,964,550,bench,67.2018826007843
0426de18-2865-4d4b-84e7-eac2f041e5c3/0057,1874,547,1916,633,fire hydrant,63.69891166687012
0426de18-2865-4d4b-84e7-eac2f041e5c3/0058,16,350,481,673,truck,82.11885094642639
0426de18-2865-4d4b-84e7-eac2f041e5c3/0058,10,355,474,676,bus,65.41132926940918
0426de18-2865-4d4b-84e7-eac2f041e5c3/0058,8,360,472,675,car,51.66441798210144
0426de18-2865-4d4b-84e7-eac2f041e5c3/0059,731,315,1034,601,truck,82.92612433433533
0426de18-2865-4d4b-84e7-eac2f041e5c3/0060,754,341,1054,614,truck,56.415748596191406
0426de18-2865-4d4b-84e7-eac2f041e5c3/0060,758,340,1059,610,bus,55.58352470397949
0426de18-2865-4d4b-84e7-eac2f041e5c3/0061,770,335,1078,616,car,69.0962553024292
0426de18-2865-4d4b-84e7-eac2f041e5c3/0061,774,343,1076,616,truck,52.52605080604553
0426de18-2865-4d4b-84e7-eac2f041e5c3/0062,881,288,1286,648,truck,86.58940196037292
0426de18-2865-4d4b-84e7-eac2f041e5c3/0062,898,285,1291,643,bus,65.21040797233582
0426de18-2865-4d4b-84e7-eac2f041e5c3/0063,882,284,1305,653,truck,90.09912610054016
0426de18-2865-4d4b-84e7-eac2f041e5c3/0063,896,287,1311,649,bus,55.79388737678528
0426de18-2865-4d4b-84e7-eac2f041e5c3/0064,881,281,1309,658,truck,89.58403468132019
0426de18-2865-4d4b-84e7-eac2f041e5c3/0064,892,281,1315,653,bus,50.54396390914917
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0000,554,262,831,507,truck,97.7152407169342
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0002,795,455,902,508,airplane,67.61321425437927
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0003,796,453,901,504,airplane,64.83266949653625
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0005,795,453,902,504,airplane,62.384289503097534
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0006,796,453,901,506,airplane,64.59020376205444
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0007,796,453,901,503,airplane,76.81599259376526
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0011,795,454,901,506,airplane,60.87563633918762
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0014,795,453,901,504,airplane,50.28020739555359
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0017,540,477,628,509,bench,50.0230073928833
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0019,539,481,620,509,bench,51.00621581077576
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0030,796,453,901,505,airplane,64.40288424491882
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0032,796,453,901,507,airplane,50.54800510406494
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0033,796,453,902,508,airplane,52.033185958862305
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0034,796,453,902,507,airplane,62.255364656448364
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0037,538,477,622,508,bench,58.60263109207153
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0038,796,453,901,506,airplane,56.45456314086914
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0041,795,453,901,507,airplane,56.42772912979126
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0043,796,453,902,506,boat,50.99437236785889
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0044,799,454,910,504,airplane,53.551119565963745
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0045,536,480,621,509,bench,54.52658534049988
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0047,796,453,901,505,boat,61.121225357055664
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0050,536,476,622,510,truck,50.72295665740967
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0060,789,455,903,501,airplane,54.23153638839722
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0061,796,454,901,505,boat,55.33397197723389
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0062,796,455,904,502,airplane,50.595176219940186
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0065,794,453,900,506,airplane,57.473182678222656
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0067,795,453,901,505,airplane,55.452072620391846
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0067,531,467,620,510,car,51.23288631439209
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0070,528,466,620,510,car,64.91562128067017
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0081,1047,621,1107,680,sports ball,86.65211200714111
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0082,1045,617,1103,676,sports ball,79.72288727760315
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0082,1104,679,1148,726,sports ball,72.5781500339508
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0083,1102,673,1146,721,sports ball,77.09368467330933
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0083,1042,615,1101,671,sports ball,67.7579939365387
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0084,1097,669,1144,717,sports ball,81.33125901222229
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0084,1038,610,1097,667,sports ball,55.30417561531067
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0086,1090,660,1136,707,sports ball,56.95626139640808
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0087,1085,657,1132,701,sports ball,76.38450264930725
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0087,1029,601,1087,658,sports ball,51.52351260185242
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0088,1082,652,1128,697,sports ball,74.4945764541626
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0089,1078,647,1125,694,sports ball,77.33544111251831
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0090,1074,643,1123,692,sports ball,83.31109881401062
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0091,1071,640,1117,687,sports ball,55.57281970977783
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0092,1067,636,1116,684,sports ball,87.83639073371887
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0093,1063,632,1112,679,sports ball,88.24965357780457
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0094,1061,628,1108,675,sports ball,84.92883443832397
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0001,960,459,1019,483,car,50.3166139125824
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0002,932,457,990,486,car,52.71609425544739
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0003,898,457,965,490,car,64.58843946456909
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0004,870,447,943,487,car,81.53636455535889
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0005,821,451,914,503,car,81.96375370025635
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0006,745,451,877,523,car,93.83032321929932
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0007,578,438,810,549,car,93.81143450737
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0008,5,427,592,724,car,97.46105074882507
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0011,639,411,729,458,car,66.98964834213257
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0012,639,416,732,468,car,85.41741967201233
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0013,561,418,660,481,car,96.74753546714783
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0014,468,418,580,500,car,91.78338050842285
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0015,372,416,578,535,car,93.62472891807556
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0016,1,418,447,632,car,98.36481809616089
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0018,728,303,796,391,train,85.61899065971375
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0019,1,405,381,568,bench,75.28417706489563
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0033,1859,250,1913,288,car,58.10709595680237
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0044,190,386,306,435,truck,65.29507040977478
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0045,190,380,325,444,truck,73.63259792327881
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0046,192,371,343,451,truck,87.09132075309753
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0047,168,368,331,467,truck,86.34771704673767
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0047,0,445,102,536,bench,53.24749946594238
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0048,152,360,336,497,car,85.51835417747498
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0048,150,361,333,497,truck,65.77175855636597
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0049,0,343,346,566,truck,89.15224075317383
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0055,1351,245,1400,274,car,59.406065940856934
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0060,1051,371,1128,401,car,58.250993490219116
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0061,1033,365,1112,399,car,67.73675084114075
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0062,1002,375,1085,418,car,64.19617533683777
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0064,907,386,1004,440,car,79.08833026885986
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0065,838,386,959,453,car,89.6136462688446
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0066,740,400,896,487,car,97.6470947265625
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0067,582,398,808,517,car,96.57215476036072
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0070,1622,297,1703,352,truck,58.434128761291504
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0071,1495,270,1580,349,car,68.05158853530884
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0071,1493,268,1579,350,truck,54.69900965690613
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0072,1231,324,1344,405,truck,63.42468857765198
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0073,977,312,1122,417,car,81.93655014038086
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0074,764,281,993,424,car,76.14147067070007
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0074,765,284,993,422,truck,50.37229657173157
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0075,364,270,832,521,truck,86.56632900238037
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0076,4,297,366,742,truck,85.04696488380432
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0076,2,297,367,742,car,60.06224751472473
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0098,862,372,905,402,car,68.31113696098328
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0099,3,433,164,569,bench,91.3577139377594
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0102,1362,393,1407,425,car,56.93456530570984
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0115,752,438,817,468,car,61.112022399902344
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0119,1,429,108,473,car,88.05786371231079
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0121,0,346,56,395,car,70.04411816596985
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0121,1141,265,1527,395,elephant,56.62559270858765
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0122,5,358,110,409,car,79.97245788574219
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0123,148,314,244,364,car,91.79260730743408
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0124,261,320,344,370,car,87.1196448802948
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0125,372,334,439,383,car,70.85267901420593
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0126,497,303,586,352,car,80.93494772911072
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0127,600,323,706,377,car,92.24886298179626
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0128,707,341,825,392,car,82.01334476470947
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0129,837,333,971,386,car,73.0747938156128
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0130,984,351,1135,404,car,69.17964220046997
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0130,983,351,1133,404,truck,57.28293061256409
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0131,1123,352,1289,414,car,92.72090792655945
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0132,1296,410,1490,477,car,96.09877467155457
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0133,1491,396,1721,468,car,87.57631182670593
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0134,1485,439,1530,472,truck,60.907238721847534
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0146,853,427,896,466,cow,50.56370496749878
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0148,826,424,889,477,cow,70.78298926353455
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0149,824,406,897,483,cow,76.88918113708496
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0150,812,410,901,495,cow,77.60220766067505
301c7467-993f-4ce5-9952-1f9ab29e0992/0000,378,422,948,773,truck,69.23888325691223
301c7467-993f-4ce5-9952-1f9ab29e0992/0001,984,421,1299,615,car,92.00807213783264
301c7467-993f-4ce5-9952-1f9ab29e0992/0002,1026,422,1344,617,car,76.04215741157532
301c7467-993f-4ce5-9952-1f9ab29e0992/0003,1267,437,1886,852,car,82.60822892189026
301c7467-993f-4ce5-9952-1f9ab29e0992/0004,1129,399,1750,719,car,69.51174736022949
301c7467-993f-4ce5-9952-1f9ab29e0992/0005,1066,441,1469,677,car,88.08196783065796
301c7467-993f-4ce5-9952-1f9ab29e0992/0006,977,430,1374,661,bus,75.01089572906494
301c7467-993f-4ce5-9952-1f9ab29e0992/0006,975,435,1376,664,truck,67.92563796043396
301c7467-993f-4ce5-9952-1f9ab29e0992/0007,917,438,1203,637,train,50.33263564109802
301c7467-993f-4ce5-9952-1f9ab29e0992/0008,867,430,1138,607,truck,55.03402352333069
301c7467-993f-4ce5-9952-1f9ab29e0992/0008,868,431,1139,607,bus,52.05954313278198
301c7467-993f-4ce5-9952-1f9ab29e0992/0010,861,421,1131,601,truck,63.90250325202942
301c7467-993f-4ce5-9952-1f9ab29e0992/0011,834,434,1117,607,car,56.9399893283844
301c7467-993f-4ce5-9952-1f9ab29e0992/0012,840,432,1122,608,car,96.22897505760193
301c7467-993f-4ce5-9952-1f9ab29e0992/0013,821,413,1097,595,truck,74.11857843399048
301c7467-993f-4ce5-9952-1f9ab29e0992/0014,788,443,1078,620,car,84.4439148902893
301c7467-993f-4ce5-9952-1f9ab29e0992/0015,746,444,1040,618,truck,63.45760226249695
301c7467-993f-4ce5-9952-1f9ab29e0992/0016,720,450,995,635,truck,62.83496022224426
301c7467-993f-4ce5-9952-1f9ab29e0992/0017,706,414,1028,615,bus,64.7846519947052
301c7467-993f-4ce5-9952-1f9ab29e0992/0017,707,415,1026,615,truck,55.08772134780884
301c7467-993f-4ce5-9952-1f9ab29e0992/0019,884,445,1177,612,car,81.34294748306274
301c7467-993f-4ce5-9952-1f9ab29e0992/0020,849,411,1160,586,bus,54.02339696884155
301c7467-993f-4ce5-9952-1f9ab29e0992/0021,936,440,1258,611,car,93.8358724117279
301c7467-993f-4ce5-9952-1f9ab29e0992/0022,967,427,1296,608,car,95.70275545120239
301c7467-993f-4ce5-9952-1f9ab29e0992/0023,968,428,1309,613,car,94.50090527534485
301c7467-993f-4ce5-9952-1f9ab29e0992/0024,939,445,1310,626,car,97.13060259819031
301c7467-993f-4ce5-9952-1f9ab29e0992/0025,963,423,1330,602,car,93.56419444084167
301c7467-993f-4ce5-9952-1f9ab29e0992/0026,962,446,1321,626,car,88.9541745185852
301c7467-993f-4ce5-9952-1f9ab29e0992/0027,967,452,1374,649,car,92.64757633209229
301c7467-993f-4ce5-9952-1f9ab29e0992/0028,909,440,1386,664,car,94.69099640846252
301c7467-993f-4ce5-9952-1f9ab29e0992/0029,920,421,1423,664,car,97.79384136199951
301c7467-993f-4ce5-9952-1f9ab29e0992/0030,926,422,1404,661,car,86.2248420715332
301c7467-993f-4ce5-9952-1f9ab29e0992/0030,932,417,1398,657,bus,64.84623551368713
301c7467-993f-4ce5-9952-1f9ab29e0992/0031,857,437,1313,682,car,70.55038809776306
301c7467-993f-4ce5-9952-1f9ab29e0992/0032,1044,398,1529,657,bus,74.76019859313965
